"Step","Grouped runs - collection/reward/extrinsic_episode_reward_max","Grouped runs - collection/reward/extrinsic_episode_reward_max__MIN","Grouped runs - collection/reward/extrinsic_episode_reward_max__MAX"
"60000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"62000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"64000","0.00000451505184173584","0.00000451505184173584","0.00000451505184173584"
"66000","0.000004336237907409668","0.000004157423973083496","0.00000451505184173584"
"68000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"70000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"72000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"74000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"76000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"78000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"80000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"82000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"84000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"86000","0.000004732981324195862","0.00000459328293800354","0.000004872679710388184"
"88000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"90000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"92000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"94000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"96000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"98000","0.00000455416738986969","0.00000451505184173584","0.00000459328293800354"
"100000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"102000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"104000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"106000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"108000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"110000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"112000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"114000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"116000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"118000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"120000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"122000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"124000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"126000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"128000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"130000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"132000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"134000","0.00000467151403427124","0.000004470348358154297","0.000004872679710388184"
"136000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"138000","0.00000451505184173584","0.000004157423973083496","0.000004872679710388184"
"140000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"142000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"144000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"146000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"148000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"150000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"152000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"154000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"156000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"158000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"160000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"162000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"164000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"166000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"168000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"170000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"172000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"174000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"176000","0.00000451505184173584","0.000004157423973083496","0.000004872679710388184"
"178000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"180000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"182000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"184000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"186000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"188000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"190000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"192000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"194000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"196000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"198000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"200000","0.00000451505184173584","0.000004157423973083496","0.000004872679710388184"
"202000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"204000","0.00000451505184173584","0.00000451505184173584","0.00000451505184173584"
"206000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"208000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"210000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"212000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"214000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"216000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"218000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"220000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"222000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"224000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"226000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"228000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"230000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"232000","0.00000451505184173584","0.000004157423973083496","0.000004872679710388184"
"234000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"236000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"238000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"240000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"242000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"244000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"246000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"248000","0.00000471901148557663","0.000004565343260765076","0.000004872679710388184"
"250000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"252000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"254000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"256000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"258000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"260000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"262000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"264000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"266000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"268000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"270000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"272000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"274000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"276000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"278000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"280000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"282000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"284000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"286000","0.00000451505184173584","0.000004157423973083496","0.000004872679710388184"
"288000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"290000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"292000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"294000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"296000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"298000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"300000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"302000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"304000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"306000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"308000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"310000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"312000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"314000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"316000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"318000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"320000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"322000","0.00000451505184173584","0.00000451505184173584","0.00000451505184173584"
"324000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"326000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"328000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"330000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"332000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"334000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"336000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"338000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"340000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"342000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"344000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"346000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"348000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"350000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"352000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"354000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"356000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"358000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"360000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"362000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"364000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"366000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"368000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"370000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"372000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"374000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"376000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"378000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"380000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"382000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"384000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"386000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"388000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"390000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"392000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"394000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"396000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"398000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"400000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"402000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"404000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"406000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"408000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"410000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"412000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"414000","-2.999995358288288","-5.999995231628418","0.00000451505184173584"
"416000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"418000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"420000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"422000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"424000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"426000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"428000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"430000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"432000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"434000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"436000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"438000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"440000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"442000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"444000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"446000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"448000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"450000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"452000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"454000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"456000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"458000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"460000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"462000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"464000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"466000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"468000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"470000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"472000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"474000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"476000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"478000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"480000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"482000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"484000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"486000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"488000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"490000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"492000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"494000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"496000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"498000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"500000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"502000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"504000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"506000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"508000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"510000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"512000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"514000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"516000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"518000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"520000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"522000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"524000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"526000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"528000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"530000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"532000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"534000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"536000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"538000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"540000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"542000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"544000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"546000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"548000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"550000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"552000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"554000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"556000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"558000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"560000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"562000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"564000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"566000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"568000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"570000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"572000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"574000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"576000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"578000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"580000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"582000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"584000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"586000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"588000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"590000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"592000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"594000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"596000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"598000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"600000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"602000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"604000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"606000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"608000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"610000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"612000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"614000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"616000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"618000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"620000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"622000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"624000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"626000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"628000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"630000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"632000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"634000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"636000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"638000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"640000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"642000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"644000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"646000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"648000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"650000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"652000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"654000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"656000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"658000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"660000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"662000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"664000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"666000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"668000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"670000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"672000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"674000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"676000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"678000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"680000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"682000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"684000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"686000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"688000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"690000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"692000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"694000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"696000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"698000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"700000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"702000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"704000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"706000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"708000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"710000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"712000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"714000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"716000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"718000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"720000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"722000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"724000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"726000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"728000","0.000004693865776062012","0.00000451505184173584","0.000004872679710388184"
"730000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"732000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"734000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"736000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"738000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"740000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"742000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"744000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"746000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"748000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"750000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"752000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"754000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"756000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"758000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"760000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"762000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"764000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"766000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"768000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"770000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"772000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"774000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"776000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"778000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"780000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"782000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"784000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"786000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
"788000","0.000004872679710388184","0.000004872679710388184","0.000004872679710388184"
